TIMESTAMP,USERNAME,ACTION,OBJECT_NAME,RETURNCODE,CLIENT_ID,OS_USERNAME,TERMINAL
2025-12-30 05:57:52.103161,ADMIN,DROP,ORDERS,0,192.168.1.10,user36,WORKSTATION1
2026-01-05 14:35:52.103161,ANALYST,SELECT,SALARY_DATA,0,192.168.1.140,user31,WORKSTATION1
2025-12-25 11:15:52.103161,ANALYST,DROP,DEPARTMENTS,0,192.168.1.161,user7,LAPTOP5
2026-01-02 01:23:52.103161,SCOTT,SELECT,ORDERS,0,192.168.1.147,user23,WORKSTATION1
2026-01-02 16:20:52.103161,SCOTT,CREATE,EMPLOYEES,0,192.168.1.146,user49,LAPTOP5
2025-12-16 02:23:52.103161,ANALYST,INSERT,EMPLOYEES,0,192.168.1.14,user4,WORKSTATION1
2025-12-29 10:51:52.103161,HR,SELECT,CUSTOMERS,0,192.168.1.3,user50,WORKSTATION1
2025-12-27 15:06:52.103161,HR,INSERT,EMPLOYEES,0,192.168.1.167,user44,UNKNOWN
2025-12-24 15:26:52.103161,APP_USER,DELETE,PRODUCTS,0,192.168.1.133,user29,WORKSTATION1
2025-12-12 14:58:52.103161,ADMIN,DROP,ORDERS,0,192.168.1.35,user49,WORKSTATION1
2025-12-15 06:58:52.103161,DBA_JOHN,ALTER,EMPLOYEES,0,192.168.1.134,user45,SERVER1
2026-01-04 20:04:52.103161,SCOTT,UPDATE,SALARY_DATA,0,192.168.1.183,user19,UNKNOWN
2026-01-07 15:54:52.103161,HR,DELETE,CUSTOMERS,0,192.168.1.30,user36,SERVER1
2025-12-17 07:20:52.103161,DBA_JOHN,ALTER,SALARY_DATA,0,192.168.1.216,user17,SERVER1
2025-12-22 14:22:52.103161,ADMIN,ALTER,SALARY_DATA,0,192.168.1.207,user43,UNKNOWN
2025-12-11 18:07:52.103161,ANALYST,DROP,DEPARTMENTS,0,192.168.1.103,user39,LAPTOP5
2025-12-29 20:46:52.103161,ADMIN,ALTER,EMPLOYEES,0,192.168.1.125,user47,LAPTOP5
2025-12-13 00:55:52.103161,SCOTT,DELETE,SALARY_DATA,0,192.168.1.52,user8,LAPTOP5
2025-12-18 08:43:52.103161,ANALYST,ALTER,DEPARTMENTS,0,192.168.1.140,user33,WORKSTATION1
2025-12-17 08:11:52.103161,DBA_JOHN,DELETE,CUSTOMERS,0,192.168.1.70,user8,SERVER1
2026-01-02 08:53:52.103161,SCOTT,DROP,SALARY_DATA,0,192.168.1.153,user3,LAPTOP5
2025-12-15 01:02:52.103161,ADMIN,SELECT,PRODUCTS,942,192.168.1.133,user48,LAPTOP5
2025-12-28 14:13:52.103161,APP_USER,DELETE,CUSTOMERS,0,192.168.1.52,user15,LAPTOP5
2025-12-26 17:04:52.103161,ANALYST,SELECT,DEPARTMENTS,0,192.168.1.65,user50,LAPTOP5
2025-12-21 06:00:52.103161,DBA_JOHN,DELETE,SALARY_DATA,0,192.168.1.252,user49,WORKSTATION1
2025-12-26 00:57:52.103161,ADMIN,ALTER,DEPARTMENTS,0,192.168.1.248,user6,LAPTOP5
2025-12-21 15:38:52.103161,ANALYST,DELETE,ORDERS,0,192.168.1.50,user40,WORKSTATION1
2025-12-20 05:53:52.103161,HR,CREATE,DEPARTMENTS,0,192.168.1.111,user29,UNKNOWN
2026-01-09 02:38:52.103161,ADMIN,CREATE,ORDERS,0,192.168.1.119,user11,LAPTOP5
2025-12-30 13:08:52.103161,ADMIN,DROP,SALARY_DATA,0,192.168.1.135,user47,SERVER1
2025-12-18 16:54:52.103161,SCOTT,CREATE,CUSTOMERS,0,192.168.1.52,user43,SERVER1
2026-01-01 02:48:52.103161,APP_USER,UPDATE,PRODUCTS,0,192.168.1.45,user50,LAPTOP5
2025-12-12 04:32:52.103161,APP_USER,ALTER,DEPARTMENTS,0,192.168.1.138,user4,UNKNOWN
2026-01-07 11:59:52.103161,APP_USER,UPDATE,SALARY_DATA,0,192.168.1.72,user41,WORKSTATION1
2026-01-01 08:39:52.103161,APP_USER,SELECT,DEPARTMENTS,0,192.168.1.53,user41,LAPTOP5
2026-01-02 00:43:52.103161,SCOTT,SELECT,ORDERS,0,192.168.1.156,user13,SERVER1
2026-01-07 22:06:52.103161,DBA_JOHN,UPDATE,ORDERS,0,192.168.1.116,user30,LAPTOP5
2025-12-16 00:46:52.103161,DBA_JOHN,CREATE,EMPLOYEES,0,192.168.1.57,user28,SERVER1
2026-01-08 22:00:52.103161,DBA_JOHN,INSERT,PRODUCTS,0,192.168.1.247,user25,UNKNOWN
2025-12-11 03:27:52.103161,ADMIN,DELETE,EMPLOYEES,0,192.168.1.194,user18,SERVER1
2025-12-13 13:16:52.103161,SCOTT,UPDATE,CUSTOMERS,0,192.168.1.164,user2,WORKSTATION1
2025-12-19 12:15:52.103161,ANALYST,DELETE,EMPLOYEES,0,192.168.1.55,user14,SERVER1
2025-12-10 21:02:52.103161,DBA_JOHN,ALTER,ORDERS,0,192.168.1.38,user34,SERVER1
2025-12-30 20:20:52.103161,ANALYST,INSERT,ORDERS,0,192.168.1.11,user47,UNKNOWN
2026-01-03 09:31:52.103161,HR,DROP,SALARY_DATA,0,192.168.1.17,user30,LAPTOP5
2025-12-17 11:25:52.103161,APP_USER,UPDATE,ORDERS,0,192.168.1.201,user36,WORKSTATION1
2025-12-24 22:29:52.103161,ADMIN,INSERT,DEPARTMENTS,0,192.168.1.139,user49,SERVER1
2025-12-14 04:49:52.103161,HR,ALTER,PRODUCTS,0,192.168.1.141,user50,UNKNOWN
2025-12-15 07:21:52.103161,HR,UPDATE,SALARY_DATA,0,192.168.1.125,user12,LAPTOP5
2025-12-30 00:38:52.103161,ADMIN,INSERT,PRODUCTS,0,192.168.1.15,user32,LAPTOP5
2026-01-04 19:33:52.103161,DBA_JOHN,DELETE,DEPARTMENTS,0,192.168.1.80,user15,UNKNOWN
2025-12-12 09:28:52.103161,HR,CREATE,DEPARTMENTS,0,192.168.1.181,user41,SERVER1
2025-12-28 23:57:52.103161,ANALYST,ALTER,ORDERS,0,192.168.1.247,user14,SERVER1
2025-12-28 22:58:52.103161,SCOTT,ALTER,SALARY_DATA,0,192.168.1.27,user2,UNKNOWN
2025-12-30 18:21:52.103161,HR,INSERT,DEPARTMENTS,0,192.168.1.19,user33,WORKSTATION1
2025-12-30 13:22:52.103161,SCOTT,ALTER,CUSTOMERS,0,192.168.1.126,user46,SERVER1
2026-01-02 10:04:52.103161,SCOTT,DELETE,PRODUCTS,0,192.168.1.130,user2,LAPTOP5
2025-12-17 01:13:52.103161,APP_USER,UPDATE,EMPLOYEES,0,192.168.1.173,user22,LAPTOP5
2025-12-25 10:08:52.103161,ADMIN,INSERT,ORDERS,0,192.168.1.57,user29,WORKSTATION1
2025-12-26 22:17:52.103161,APP_USER,CREATE,DEPARTMENTS,0,192.168.1.240,user38,WORKSTATION1
2026-01-04 00:14:52.103161,HR,CREATE,EMPLOYEES,0,192.168.1.175,user2,LAPTOP5
2025-12-28 22:10:52.103161,HR,ALTER,PRODUCTS,0,192.168.1.124,user40,LAPTOP5
2025-12-31 15:02:52.103161,DBA_JOHN,DELETE,EMPLOYEES,0,192.168.1.138,user34,UNKNOWN
2025-12-26 07:27:52.103161,ADMIN,DELETE,DEPARTMENTS,1031,192.168.1.144,user13,UNKNOWN
2026-01-01 12:36:52.103161,SCOTT,CREATE,PRODUCTS,0,192.168.1.160,user15,WORKSTATION1
2026-01-08 05:44:52.103161,APP_USER,INSERT,PRODUCTS,0,192.168.1.224,user22,UNKNOWN
2026-01-06 12:58:52.103161,HR,SELECT,DEPARTMENTS,0,192.168.1.174,user26,LAPTOP5
2026-01-03 06:27:52.103161,SCOTT,DROP,CUSTOMERS,0,192.168.1.223,user15,LAPTOP5
2025-12-14 09:51:52.103161,DBA_JOHN,CREATE,EMPLOYEES,0,192.168.1.90,user12,LAPTOP5
2025-12-13 16:07:52.103161,ANALYST,CREATE,CUSTOMERS,0,192.168.1.165,user46,WORKSTATION1
2026-01-07 18:16:52.103161,ANALYST,CREATE,EMPLOYEES,0,192.168.1.133,user3,UNKNOWN
2025-12-15 21:36:52.103161,SCOTT,CREATE,SALARY_DATA,0,192.168.1.2,user50,UNKNOWN
2025-12-20 20:47:52.103161,APP_USER,ALTER,CUSTOMERS,0,192.168.1.59,user7,LAPTOP5
2025-12-20 23:33:52.103161,ANALYST,UPDATE,DEPARTMENTS,0,192.168.1.170,user8,UNKNOWN
2025-12-14 12:05:52.103161,APP_USER,DROP,ORDERS,0,192.168.1.141,user14,WORKSTATION1
2025-12-25 15:26:52.103161,HR,DELETE,SALARY_DATA,0,192.168.1.168,user27,LAPTOP5
2025-12-20 12:10:52.103161,DBA_JOHN,DROP,EMPLOYEES,0,192.168.1.133,user37,LAPTOP5
