TIMESTAMP,USERNAME,ACTION_NAME,OBJ_NAME,SQL_TEXT,RETURNCODE,CLIENT_ID,OS_USERNAME,TERMINAL
2025-12-27 16:41:36,DBA_JOHN,UPDATE,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 94,0,192.168.1.59,user38,LAPTOP5
2026-01-06 04:13:36,HR,SELECT,PRODUCTS,SELECT * FROM PRODUCTS WHERE id = 78,0,192.168.1.208,user18,WORKSTATION1
2025-12-20 16:00:36,HR,UPDATE,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 89,0,192.168.1.157,user6,LAPTOP5
2025-12-19 18:20:36,SCOTT,ALTER,DEPARTMENTS,SELECT * FROM EMPLOYEES WHERE id = 82,0,192.168.1.249,user33,LAPTOP5
2026-01-03 17:17:36,SCOTT,DELETE,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 6,0,192.168.1.147,user26,UNKNOWN
2025-12-27 19:52:36,SCOTT,CREATE,SALARY_DATA,SELECT * FROM EMPLOYEES WHERE id = 29,0,192.168.1.178,user47,SERVER1
2026-01-08 07:06:36,APP_USER,CREATE,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 36,0,192.168.1.145,user34,UNKNOWN
2025-12-20 07:09:36,DBA_JOHN,SELECT,CUSTOMERS,SELECT * FROM SALARY_DATA WHERE id = 59,0,192.168.1.9,user15,SERVER1
2025-12-15 09:46:36,HR,INSERT,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 97,0,192.168.1.55,user8,LAPTOP5
2025-12-16 16:13:36,ADMIN,CREATE,SALARY_DATA,SELECT * FROM CUSTOMERS WHERE id = 87,0,192.168.1.189,user38,WORKSTATION1
2026-01-06 14:20:36,APP_USER,DELETE,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 27,0,192.168.1.114,user19,WORKSTATION1
2026-01-10 22:41:36,HR,DELETE,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 11,0,192.168.1.164,user24,SERVER1
2025-12-26 22:48:36,ADMIN,DELETE,DEPARTMENTS,SELECT * FROM PRODUCTS WHERE id = 86,0,192.168.1.239,user30,UNKNOWN
2025-12-28 23:28:36,SCOTT,SELECT,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 23,0,192.168.1.165,user4,UNKNOWN
2025-12-15 16:48:36,HR,INSERT,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 67,0,192.168.1.134,user35,WORKSTATION1
2025-12-26 23:58:36,ADMIN,INSERT,PRODUCTS,SELECT * FROM PRODUCTS WHERE id = 10,0,192.168.1.136,user21,SERVER1
2026-01-02 03:59:36,APP_USER,SELECT,ORDERS,SELECT * FROM CUSTOMERS WHERE id = 72,0,192.168.1.217,user16,SERVER1
2026-01-09 14:47:36,DBA_JOHN,SELECT,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 4,0,192.168.1.91,user42,UNKNOWN
2026-01-03 06:09:36,ANALYST,DELETE,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 76,0,192.168.1.31,user26,WORKSTATION1
2025-12-22 03:51:36,HR,UPDATE,PRODUCTS,SELECT * FROM EMPLOYEES WHERE id = 67,0,192.168.1.82,user31,UNKNOWN
2026-01-05 09:55:36,ANALYST,SELECT,PRODUCTS,SELECT * FROM EMPLOYEES WHERE id = 39,0,192.168.1.234,user3,LAPTOP5
2025-12-25 17:04:36,ADMIN,UPDATE,DEPARTMENTS,SELECT * FROM EMPLOYEES WHERE id = 50,0,192.168.1.205,user21,SERVER1
2025-12-18 10:45:36,APP_USER,UPDATE,EMPLOYEES,SELECT * FROM CUSTOMERS WHERE id = 74,0,192.168.1.116,user30,WORKSTATION1
2025-12-25 12:13:36,ADMIN,CREATE,DEPARTMENTS,SELECT * FROM CUSTOMERS WHERE id = 5,0,192.168.1.216,user41,UNKNOWN
2026-01-05 16:40:36,ANALYST,INSERT,EMPLOYEES,SELECT * FROM ORDERS WHERE id = 7,0,192.168.1.119,user38,WORKSTATION1
2025-12-22 01:31:36,APP_USER,ALTER,CUSTOMERS,SELECT * FROM CUSTOMERS WHERE id = 6,0,192.168.1.131,user14,SERVER1
2025-12-30 13:14:36,DBA_JOHN,ALTER,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 7,0,192.168.1.253,user27,SERVER1
2025-12-25 22:42:36,ADMIN,DROP,ORDERS,SELECT * FROM PRODUCTS WHERE id = 96,0,192.168.1.57,user4,SERVER1
2025-12-23 10:21:36,ADMIN,UPDATE,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 88,0,192.168.1.55,user10,WORKSTATION1
2025-12-26 09:01:36,HR,DROP,DEPARTMENTS,SELECT * FROM PRODUCTS WHERE id = 21,0,192.168.1.110,user26,UNKNOWN
2025-12-13 22:33:36,DBA_JOHN,INSERT,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 4,0,192.168.1.247,user45,LAPTOP5
2025-12-27 22:29:36,SCOTT,UPDATE,SALARY_DATA,SELECT * FROM SALARY_DATA WHERE id = 51,1017,192.168.1.14,user9,WORKSTATION1
2025-12-15 12:07:36,SCOTT,UPDATE,ORDERS,SELECT * FROM CUSTOMERS WHERE id = 10,0,192.168.1.68,user48,SERVER1
2025-12-24 12:34:36,SCOTT,INSERT,CUSTOMERS,SELECT * FROM DEPARTMENTS WHERE id = 96,0,192.168.1.102,user42,SERVER1
2026-01-11 05:09:36,DBA_JOHN,DROP,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 9,0,192.168.1.122,user22,LAPTOP5
2025-12-29 16:59:36,DBA_JOHN,SELECT,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 76,0,192.168.1.202,user11,WORKSTATION1
2025-12-20 15:58:36,SCOTT,SELECT,EMPLOYEES,SELECT * FROM PRODUCTS WHERE id = 21,0,192.168.1.6,user12,SERVER1
2026-01-08 09:19:36,SCOTT,INSERT,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 71,0,192.168.1.17,user31,WORKSTATION1
2025-12-31 17:30:36,ANALYST,UPDATE,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 43,0,192.168.1.252,user12,SERVER1
2025-12-14 02:36:36,SCOTT,SELECT,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 81,0,192.168.1.113,user14,SERVER1
2026-01-05 05:31:36,ADMIN,UPDATE,DEPARTMENTS,SELECT * FROM PRODUCTS WHERE id = 29,0,192.168.1.202,user10,UNKNOWN
2025-12-31 11:16:36,APP_USER,DROP,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 3,0,192.168.1.83,user11,LAPTOP5
2026-01-07 04:57:36,ANALYST,CREATE,EMPLOYEES,SELECT * FROM DEPARTMENTS WHERE id = 11,0,192.168.1.145,user6,LAPTOP5
2025-12-19 13:11:36,ADMIN,INSERT,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 44,0,192.168.1.97,user9,LAPTOP5
2025-12-22 01:55:36,HR,SELECT,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 26,0,192.168.1.97,user20,LAPTOP5
2026-01-09 17:21:36,APP_USER,CREATE,SALARY_DATA,SELECT * FROM PRODUCTS WHERE id = 13,0,192.168.1.117,user11,LAPTOP5
2026-01-09 03:05:36,HR,CREATE,ORDERS,SELECT * FROM PRODUCTS WHERE id = 8,0,192.168.1.38,user21,SERVER1
2026-01-03 02:56:36,SCOTT,INSERT,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 63,0,192.168.1.235,user35,UNKNOWN
2026-01-02 21:50:36,DBA_JOHN,SELECT,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 7,0,192.168.1.79,user31,WORKSTATION1
2025-12-16 02:17:36,HR,UPDATE,CUSTOMERS,SELECT * FROM CUSTOMERS WHERE id = 2,0,192.168.1.112,user5,UNKNOWN
2026-01-12 10:47:36,ANALYST,ALTER,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 29,0,192.168.1.71,user9,WORKSTATION1
2026-01-07 03:10:36,HR,DROP,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 89,942,192.168.1.166,user36,WORKSTATION1
2025-12-19 23:55:36,HR,CREATE,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 40,0,192.168.1.74,user12,SERVER1
2025-12-25 09:24:36,ADMIN,DELETE,SALARY_DATA,SELECT * FROM CUSTOMERS WHERE id = 49,0,192.168.1.5,user39,SERVER1
2026-01-02 06:47:36,HR,ALTER,ORDERS,SELECT * FROM PRODUCTS WHERE id = 94,0,192.168.1.75,user34,WORKSTATION1
2025-12-15 08:59:36,ADMIN,SELECT,SALARY_DATA,SELECT * FROM SALARY_DATA WHERE id = 2,0,192.168.1.106,user21,WORKSTATION1
2025-12-13 15:27:36,APP_USER,CREATE,EMPLOYEES,SELECT * FROM CUSTOMERS WHERE id = 2,0,192.168.1.109,user10,UNKNOWN
2026-01-08 20:01:36,ANALYST,ALTER,PRODUCTS,SELECT * FROM EMPLOYEES WHERE id = 72,0,192.168.1.20,user34,LAPTOP5
2025-12-28 13:12:36,ANALYST,CREATE,ORDERS,SELECT * FROM ORDERS WHERE id = 72,0,192.168.1.130,user1,LAPTOP5
2026-01-10 20:14:36,ADMIN,INSERT,EMPLOYEES,SELECT * FROM ORDERS WHERE id = 31,0,192.168.1.155,user35,LAPTOP5
2026-01-05 19:38:36,APP_USER,ALTER,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 74,0,192.168.1.102,user7,SERVER1
2026-01-06 21:58:36,DBA_JOHN,INSERT,PRODUCTS,SELECT * FROM PRODUCTS WHERE id = 39,0,192.168.1.135,user36,UNKNOWN
2025-12-30 19:18:36,HR,INSERT,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 32,0,192.168.1.204,user16,SERVER1
2025-12-27 21:50:36,APP_USER,INSERT,EMPLOYEES,SELECT * FROM CUSTOMERS WHERE id = 42,0,192.168.1.241,user41,WORKSTATION1
2025-12-13 23:21:36,ADMIN,INSERT,PRODUCTS,SELECT * FROM SALARY_DATA WHERE id = 52,0,192.168.1.24,user42,SERVER1
2026-01-02 12:41:36,DBA_JOHN,ALTER,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 41,0,192.168.1.216,user16,UNKNOWN
2025-12-18 01:09:36,ADMIN,SELECT,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 92,0,192.168.1.160,user34,LAPTOP5
2026-01-08 16:04:36,SCOTT,CREATE,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 16,0,192.168.1.125,user19,SERVER1
2026-01-11 00:44:36,ADMIN,INSERT,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 94,0,192.168.1.188,user3,SERVER1
2025-12-28 22:56:36,HR,SELECT,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 58,0,192.168.1.122,user2,WORKSTATION1
2025-12-14 14:20:36,HR,DROP,DEPARTMENTS,SELECT * FROM CUSTOMERS WHERE id = 66,0,192.168.1.128,user4,LAPTOP5
2025-12-25 09:27:36,DBA_JOHN,UPDATE,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 85,0,192.168.1.148,user10,LAPTOP5
2026-01-04 17:49:36,ANALYST,INSERT,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 35,0,192.168.1.185,user39,LAPTOP5
2025-12-19 17:43:36,HR,INSERT,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 29,0,192.168.1.233,user27,WORKSTATION1
2026-01-05 20:32:36,ANALYST,DELETE,DEPARTMENTS,SELECT * FROM PRODUCTS WHERE id = 64,0,192.168.1.203,user29,WORKSTATION1
2025-12-26 14:03:36,APP_USER,INSERT,PRODUCTS,SELECT * FROM SALARY_DATA WHERE id = 72,0,192.168.1.106,user18,SERVER1
2025-12-28 09:05:36,HR,DROP,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 32,0,192.168.1.161,user11,WORKSTATION1
2026-01-04 12:26:36,SCOTT,UPDATE,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 69,0,192.168.1.139,user37,LAPTOP5
2025-12-31 18:51:36,HR,ALTER,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 83,0,192.168.1.129,user2,UNKNOWN
2026-01-10 03:42:36,DBA_JOHN,DROP,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 29,0,192.168.1.233,user30,UNKNOWN
2025-12-24 11:42:36,APP_USER,SELECT,SALARY_DATA,SELECT * FROM PRODUCTS WHERE id = 33,1031,192.168.1.133,user33,LAPTOP5
2025-12-24 07:11:36,HR,UPDATE,EMPLOYEES,SELECT * FROM CUSTOMERS WHERE id = 31,0,192.168.1.210,user14,WORKSTATION1
2025-12-24 06:40:36,APP_USER,ALTER,CUSTOMERS,SELECT * FROM DEPARTMENTS WHERE id = 52,0,192.168.1.254,user41,UNKNOWN
2025-12-16 00:38:36,APP_USER,SELECT,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 67,0,192.168.1.244,user24,WORKSTATION1
